accession	ko_id	map_id
GCF_903643065.1	K20276	map02024
GCF_903643065.1	K00265	map00910
GCF_903643065.1	K00265	map00250
GCF_903643065.1	K00265	map01230
GCF_903643065.1	K03046	map03020
GCF_903643065.1	K02337	map03430
GCF_903643065.1	K02337	map03030
GCF_903643065.1	K02337	map03440
GCF_903643065.1	K01955	map00250
GCF_903643065.1	K01955	map00240
GCF_903643065.1	K01955	map01240
GCF_903643065.1	K18138	map01503
GCF_903643065.1	K18138	map01501
GCF_903643065.1	K18138	map01503
GCF_903643065.1	K18138	map01501
GCF_903643065.1	K01192	map00511
GCF_903643065.1	K01192	map04142
GCF_903643065.1	K03701	map03420
GCF_903643065.1	K01870	map00970
GCF_903643065.1	K11907	map03070
GCF_903643065.1	K11907	map02025
GCF_903643065.1	K01869	map00970
GCF_903643065.1	K02335	map03410
GCF_903643065.1	K02335	map03420
GCF_903643065.1	K02335	map03030
GCF_903643065.1	K02335	map03440
GCF_903643065.1	K03070	map03060
GCF_903643065.1	K03070	map03070
GCF_903643065.1	K03070	map02024
GCF_903643065.1	K00548	map00450
GCF_903643065.1	K00548	map00670
GCF_903643065.1	K00548	map00270
GCF_903643065.1	K00548	map01230
GCF_903643065.1	K01681	map00020
GCF_903643065.1	K01681	map01210
GCF_903643065.1	K01681	map00630
GCF_903643065.1	K01681	map00720
GCF_903643065.1	K01681	map01230
GCF_903643065.1	K01681	map01200
GCF_903643065.1	K00164	map00020
GCF_903643065.1	K00164	map01200
GCF_903643065.1	K03723	map03420
GCF_903643065.1	K01873	map00970
GCF_903643065.1	K01006	map00710
GCF_903643065.1	K01006	map00010
GCF_903643065.1	K01006	map00720
GCF_903643065.1	K01006	map00620
GCF_903643065.1	K01006	map01200
GCF_903643065.1	K11891	map03070
GCF_903643065.1	K11891	map02025
GCF_903643065.1	K03723	map03420
GCF_903643065.1	K01256	map00480
GCF_903643065.1	K01652	map00290
GCF_903643065.1	K01652	map00660
GCF_903643065.1	K01652	map00770
GCF_903643065.1	K01652	map01210
GCF_903643065.1	K01652	map00650
GCF_903643065.1	K01652	map01230
GCF_903643065.1	K05939	map00071
GCF_903643065.1	K05939	map00564
GCF_903643065.1	K01872	map00970
GCF_903643065.1	K02453	map03070
GCF_903643065.1	K02453	map05111
GCF_903643065.1	K01338	map04112
GCF_903643065.1	K00163	map00020
GCF_903643065.1	K00163	map00010
GCF_903643065.1	K00163	map00620
GCF_903643065.1	K00163	map01200
GCF_903643065.1	K01847	map00280
GCF_903643065.1	K01847	map00640
GCF_903643065.1	K01847	map00630
GCF_903643065.1	K01847	map00720
GCF_903643065.1	K01847	map01200
GCF_903643065.1	K11177	map01232
GCF_903643065.1	K11177	map00230
GCF_903643065.1	K12573	map03018
GCF_903643065.1	K11177	map01232
GCF_903643065.1	K11177	map00230
GCF_903643065.1	K05349	map00946
GCF_903643065.1	K05349	map00460
GCF_903643065.1	K05349	map00999
GCF_903643065.1	K05349	map00500
GCF_903643065.1	K11177	map01232
GCF_903643065.1	K11177	map00230
GCF_903643065.1	K00029	map00710
GCF_903643065.1	K00029	map03320
GCF_903643065.1	K00029	map00620
GCF_903643065.1	K00029	map01200
GCF_903643065.1	K11177	map01232
GCF_903643065.1	K11177	map00230
GCF_903643065.1	K01278	map04974
GCF_903643065.1	K03043	map03020
GCF_903643065.1	K01638	map00630
GCF_903643065.1	K01638	map00620
GCF_903643065.1	K01638	map01200
GCF_903643065.1	K11177	map01232
GCF_903643065.1	K11177	map00230
GCF_903643065.1	K01952	map00230
GCF_903643065.1	K03782	map00940
GCF_903643065.1	K03782	map00983
GCF_903643065.1	K03782	map00360
GCF_903643065.1	K03782	map00380
GCF_903643065.1	K03702	map03420
GCF_903643065.1	K13525	map05134
GCF_903643065.1	K13525	map04141
GCF_903643065.1	K13525	map05014
GCF_903643065.1	K13525	map05022
GCF_903643065.1	K11177	map01232
